entry,benchmark,scope,performance,family,generation,params,release
Gemma 3 27B IT [Instruction-tuned (IT)],Gemma::Bird-SQL (dev),own,0.544,Gemma,Gemma 3,27.0,2025-03
Gemma 3 27B IT [Instruction-tuned (IT)],Gemma::ChartQA,own,0.78,Gemma,Gemma 3,27.0,2025-03
Gemma 3 27B IT [Instruction-tuned (IT)],Gemma::DocVQA,own,0.866,Gemma,Gemma 3,27.0,2025-03
Gemma 3 27B IT [Instruction-tuned (IT)],Gemma::FACTS Grounding,own,0.7490000000000001,Gemma,Gemma 3,27.0,2025-03
Gemma 3 27B IT [Instruction-tuned (IT)],Gemma::Global-MMLU-Lite,own,0.6679999999999998,Gemma,Gemma 3,27.0,2025-03
Gemma 3 27B IT [Instruction-tuned (IT)],Gemma::HiddenMath,own,0.603,Gemma,Gemma 3,27.0,2025-03
Gemma 3 27B IT [Instruction-tuned (IT)],Gemma::HumanEval (PT/IT 0-shot),own,0.878,Gemma,Gemma 3,27.0,2025-03
Gemma 3 27B IT [Instruction-tuned (IT)],Gemma::LCB (G3),own,0.297,Gemma,Gemma 3,27.0,2025-03
Gemma 3 27B IT [Instruction-tuned (IT)],Gemma::LCB v6 (G4),own,0.29100000000000004,Gemma,Gemma 3,27.0,2025-03
Gemma 3 27B IT [Instruction-tuned (IT)],Gemma::MATH,own,0.89,Gemma,Gemma 3,27.0,2025-03
Gemma 3 27B IT [Instruction-tuned (IT)],Gemma::MATH-Vision,own,0.46,Gemma,Gemma 3,27.0,2025-03
Gemma 3 27B IT [Instruction-tuned (IT)],Gemma::MMLU-Pro (IT),own,0.6399999999999999,Gemma,Gemma 3,27.0,2025-03
Gemma 3 27B IT [Instruction-tuned (IT)],Gemma::MMMLU (multilingual MMLU),own,0.7070000000000001,Gemma,Gemma 3,27.0,2025-03
Gemma 3 27B IT [Instruction-tuned (IT)],Gemma::MMMU (val),own,0.532,Gemma,Gemma 3,27.0,2025-03
Gemma 3 27B IT [Instruction-tuned (IT)],Gemma::MMMU-Pro,own,0.4411111111111111,Gemma,Gemma 3,27.0,2025-03
Gemma 3 27B IT [Instruction-tuned (IT)],Gemma::MRCR v2,own,0.135,Gemma,Gemma 3,27.0,2025-03
Gemma 3 27B IT [Instruction-tuned (IT)],Gemma::SimpleQA,own,0.1,Gemma,Gemma 3,27.0,2025-03
Gemma 3 27B IT [Instruction-tuned (IT)],Gemma::Tau2-bench,own,0.162,Gemma,Gemma 3,27.0,2025-03
Gemma 3 27B IT [Instruction-tuned (IT)],Gemma::VQAv2,own,0.71,Gemma,Gemma 3,27.0,2025-03
Gemma 3 27B IT [Instruction-tuned (IT)],LiveBench-20241125,own,0.4999,Gemma,Gemma 3,27.0,2025-03
Gemma 3 27B IT [Instruction-tuned (IT)],LiveBench-20250402,own,0.46630000000000005,Gemma,Gemma 3,27.0,2025-03
Gemma 3 27B IT [Instruction-tuned (IT)],LiveBench-20250425,own,0.4844,Gemma,Gemma 3,27.0,2025-03
Gemma 3 27B [Pretrained (PT)],ARC AI2,epoch,0.608,Gemma,Gemma 3,27.0,2025-03
Gemma 3 27B [Pretrained (PT)],BBH,epoch,0.7026666666666667,Gemma,Gemma 3,27.0,2025-03
Gemma 3 27B [Pretrained (PT)],GSM8K,epoch,0.826,Gemma,Gemma 3,27.0,2025-03
Gemma 3 27B [Pretrained (PT)],Gemma::AGIEval,own,0.5493333333333333,Gemma,Gemma 3,27.0,2025-03
Gemma 3 27B [Pretrained (PT)],Gemma::ARC-e,own,0.8533333333333334,Gemma,Gemma 3,27.0,2025-03
Gemma 3 27B [Pretrained (PT)],Gemma::BoolQ,own,0.6480000000000001,Gemma,Gemma 3,27.0,2025-03
Gemma 3 27B [Pretrained (PT)],Gemma::DROP,own,0.772,Gemma,Gemma 3,27.0,2025-03
Gemma 3 27B [Pretrained (PT)],Gemma::ECLeKTic,own,0.244,Gemma,Gemma 3,27.0,2025-03
Gemma 3 27B [Pretrained (PT)],Gemma::FloRes,own,0.488,Gemma,Gemma 3,27.0,2025-03
Gemma 3 27B [Pretrained (PT)],Gemma::GPQA,own,0.243,Gemma,Gemma 3,27.0,2025-03
Gemma 3 27B [Pretrained (PT)],Gemma::Global-MMLU-Lite,own,0.676,Gemma,Gemma 3,27.0,2025-03
Gemma 3 27B [Pretrained (PT)],Gemma::HumanEval (PT/IT 0-shot),own,0.488,Gemma,Gemma 3,27.0,2025-03
Gemma 3 27B [Pretrained (PT)],Gemma::IndicGenBench,own,0.634,Gemma,Gemma 3,27.0,2025-03
Gemma 3 27B [Pretrained (PT)],Gemma::MATH,own,0.5,Gemma,Gemma 3,27.0,2025-03
Gemma 3 27B [Pretrained (PT)],Gemma::MBPP,own,0.6559999999999999,Gemma,Gemma 3,27.0,2025-03
Gemma 3 27B [Pretrained (PT)],Gemma::MGSM,own,0.743,Gemma,Gemma 3,27.0,2025-03
Gemma 3 27B [Pretrained (PT)],Gemma::MMLU-Pro (IT),own,0.4688888888888889,Gemma,Gemma 3,27.0,2025-03
Gemma 3 27B [Pretrained (PT)],Gemma::Natural Questions,own,0.361,Gemma,Gemma 3,27.0,2025-03
Gemma 3 27B [Pretrained (PT)],Gemma::SocialIQA,own,0.3234999999999999,Gemma,Gemma 3,27.0,2025-03
Gemma 3 27B [Pretrained (PT)],Gemma::WMT24++,own,0.557,Gemma,Gemma 3,27.0,2025-03
Gemma 3 27B [Pretrained (PT)],Gemma::XQuAD,own,0.768,Gemma,Gemma 3,27.0,2025-03
Gemma 3 27B [Pretrained (PT)],HellaSwag,epoch,0.8079999999999999,Gemma,Gemma 3,27.0,2025-03
Gemma 3 27B [Pretrained (PT)],MMLU,epoch,0.7146666666666666,Gemma,Gemma 3,27.0,2025-03
Gemma 3 27B [Pretrained (PT)],PIQA,epoch,0.6659999999999999,Gemma,Gemma 3,27.0,2025-03
Gemma 3 27B [Pretrained (PT)],TriviaQA,epoch,0.855,Gemma,Gemma 3,27.0,2025-03
Gemma 3 27B [Pretrained (PT)],Winogrande,epoch,0.5759999999999998,Gemma,Gemma 3,27.0,2025-03
Gemma 3 4B IT [Instruction-tuned (IT)],BBH,epoch,0.6293333333333333,Gemma,Gemma 3,4.0,2025-03
Gemma 3 4B IT [Instruction-tuned (IT)],GPQA diamond,epoch,0.07733333333333332,Gemma,Gemma 3,4.0,2025-03
Gemma 3 4B IT [Instruction-tuned (IT)],GSM8K,epoch,0.892,Gemma,Gemma 3,4.0,2025-03
Gemma 3 4B IT [Instruction-tuned (IT)],Gemma::Bird-SQL (dev),own,0.363,Gemma,Gemma 3,4.0,2025-03
Gemma 3 4B IT [Instruction-tuned (IT)],Gemma::ChartQA,own,0.688,Gemma,Gemma 3,4.0,2025-03
Gemma 3 4B IT [Instruction-tuned (IT)],Gemma::DocVQA,own,0.758,Gemma,Gemma 3,4.0,2025-03
Gemma 3 4B IT [Instruction-tuned (IT)],Gemma::FACTS Grounding,own,0.701,Gemma,Gemma 3,4.0,2025-03
Gemma 3 4B IT [Instruction-tuned (IT)],Gemma::Global-MMLU-Lite,own,0.39333333333333337,Gemma,Gemma 3,4.0,2025-03
Gemma 3 4B IT [Instruction-tuned (IT)],Gemma::HiddenMath,own,0.43,Gemma,Gemma 3,4.0,2025-03
Gemma 3 4B IT [Instruction-tuned (IT)],Gemma::HumanEval (PT/IT 0-shot),own,0.713,Gemma,Gemma 3,4.0,2025-03
Gemma 3 4B IT [Instruction-tuned (IT)],Gemma::LCB (G3),own,0.126,Gemma,Gemma 3,4.0,2025-03
Gemma 3 4B IT [Instruction-tuned (IT)],Gemma::MATH,own,0.7559999999999999,Gemma,Gemma 3,4.0,2025-03
Gemma 3 4B IT [Instruction-tuned (IT)],Gemma::MMLU-Pro (IT),own,0.3733333333333333,Gemma,Gemma 3,4.0,2025-03
Gemma 3 4B IT [Instruction-tuned (IT)],Gemma::MMMU (val),own,0.3173333333333333,Gemma,Gemma 3,4.0,2025-03
Gemma 3 4B IT [Instruction-tuned (IT)],Gemma::SimpleQA,own,0.04,Gemma,Gemma 3,4.0,2025-03
Gemma 3 4B IT [Instruction-tuned (IT)],Gemma::VQAv2,own,0.624,Gemma,Gemma 3,4.0,2025-03
Gemma 3 4B IT [Instruction-tuned (IT)],LiveBench-20250402,own,0.3013,Gemma,Gemma 3,4.0,2025-03
Gemma 3 4B [Pretrained (PT)],ARC AI2,epoch,0.4160000000000001,Gemma,Gemma 3,4.0,2025-03
Gemma 3 4B [Pretrained (PT)],BBH,epoch,0.3453333333333333,Gemma,Gemma 3,4.0,2025-03
Gemma 3 4B [Pretrained (PT)],GSM8K,epoch,0.384,Gemma,Gemma 3,4.0,2025-03
Gemma 3 4B [Pretrained (PT)],Gemma::AGIEval,own,0.22800000000000006,Gemma,Gemma 3,4.0,2025-03
Gemma 3 4B [Pretrained (PT)],Gemma::ARC-e,own,0.7653333333333334,Gemma,Gemma 3,4.0,2025-03
Gemma 3 4B [Pretrained (PT)],Gemma::BoolQ,own,0.44599999999999995,Gemma,Gemma 3,4.0,2025-03
Gemma 3 4B [Pretrained (PT)],Gemma::DROP,own,0.601,Gemma,Gemma 3,4.0,2025-03
Gemma 3 4B [Pretrained (PT)],Gemma::ECLeKTic,own,0.11,Gemma,Gemma 3,4.0,2025-03
Gemma 3 4B [Pretrained (PT)],Gemma::FloRes,own,0.392,Gemma,Gemma 3,4.0,2025-03
Gemma 3 4B [Pretrained (PT)],Gemma::GPQA,own,0.15,Gemma,Gemma 3,4.0,2025-03
Gemma 3 4B [Pretrained (PT)],Gemma::Global-MMLU-Lite,own,0.4266666666666666,Gemma,Gemma 3,4.0,2025-03
Gemma 3 4B [Pretrained (PT)],Gemma::HumanEval (PT/IT 0-shot),own,0.36,Gemma,Gemma 3,4.0,2025-03
Gemma 3 4B [Pretrained (PT)],Gemma::IndicGenBench,own,0.5720000000000001,Gemma,Gemma 3,4.0,2025-03
Gemma 3 4B [Pretrained (PT)],Gemma::MATH,own,0.242,Gemma,Gemma 3,4.0,2025-03
Gemma 3 4B [Pretrained (PT)],Gemma::MBPP,own,0.46,Gemma,Gemma 3,4.0,2025-03
Gemma 3 4B [Pretrained (PT)],Gemma::MGSM,own,0.34700000000000003,Gemma,Gemma 3,4.0,2025-03
Gemma 3 4B [Pretrained (PT)],Gemma::MMLU-Pro (IT),own,0.2133333333333333,Gemma,Gemma 3,4.0,2025-03
Gemma 3 4B [Pretrained (PT)],Gemma::Natural Questions,own,0.2,Gemma,Gemma 3,4.0,2025-03
Gemma 3 4B [Pretrained (PT)],Gemma::SocialIQA,own,0.2785,Gemma,Gemma 3,4.0,2025-03
Gemma 3 4B [Pretrained (PT)],Gemma::WMT24++,own,0.484,Gemma,Gemma 3,4.0,2025-03
Gemma 3 4B [Pretrained (PT)],Gemma::XQuAD,own,0.68,Gemma,Gemma 3,4.0,2025-03
Gemma 3 4B [Pretrained (PT)],HellaSwag,epoch,0.6960000000000001,Gemma,Gemma 3,4.0,2025-03
Gemma 3 4B [Pretrained (PT)],MMLU,epoch,0.4613333333333333,Gemma,Gemma 3,4.0,2025-03
Gemma 3 4B [Pretrained (PT)],PIQA,epoch,0.5919999999999999,Gemma,Gemma 3,4.0,2025-03
Gemma 3 4B [Pretrained (PT)],TriviaQA,epoch,0.6579999999999999,Gemma,Gemma 3,4.0,2025-03
Gemma 3 4B [Pretrained (PT)],Winogrande,epoch,0.29400000000000004,Gemma,Gemma 3,4.0,2025-03
Gemma 3n E2B IT [Instruction-tuned (IT)],Gemma::AIME'25,own,0.067,Gemma,Gemma 3n,2.0,2025-06
Gemma 3n E2B IT [Instruction-tuned (IT)],Gemma::ECLeKTic,own,0.025,Gemma,Gemma 3n,2.0,2025-06
Gemma 3n E2B IT [Instruction-tuned (IT)],Gemma::Global-MMLU-Lite,own,0.4533333333333333,Gemma,Gemma 3n,2.0,2025-06
Gemma 3n E2B IT [Instruction-tuned (IT)],Gemma::HiddenMath,own,0.27699999999999997,Gemma,Gemma 3n,2.0,2025-06
Gemma 3n E2B IT [Instruction-tuned (IT)],Gemma::HumanEval (PT/IT 0-shot),own,0.665,Gemma,Gemma 3n,2.0,2025-06
Gemma 3n E2B IT [Instruction-tuned (IT)],Gemma::LCB v5 (3n),own,0.18600000000000003,Gemma,Gemma 3n,2.0,2025-06
Gemma 3n E2B IT [Instruction-tuned (IT)],Gemma::MBPP,own,0.5660000000000001,Gemma,Gemma 3n,2.0,2025-06
Gemma 3n E2B IT [Instruction-tuned (IT)],Gemma::MGSM,own,0.531,Gemma,Gemma 3n,2.0,2025-06
Gemma 3n E2B IT [Instruction-tuned (IT)],Gemma::MMLU-Pro (IT),own,0.33888888888888896,Gemma,Gemma 3n,2.0,2025-06
Gemma 3n E2B IT [Instruction-tuned (IT)],Gemma::WMT24++,own,0.42700000000000005,Gemma,Gemma 3n,2.0,2025-06
Gemma 3n E2B IT [Instruction-tuned (IT)],MMLU,epoch,0.46799999999999997,Gemma,Gemma 3n,2.0,2025-06
Gemma 3n E2B [Pretrained (PT)],ARC AI2,epoch,0.35600000000000004,Gemma,Gemma 3n,2.0,2025-06
Gemma 3n E2B [Pretrained (PT)],BBH,epoch,0.25733333333333325,Gemma,Gemma 3n,2.0,2025-06
Gemma 3n E2B [Pretrained (PT)],Gemma::ARC-e,own,0.6773333333333333,Gemma,Gemma 3n,2.0,2025-06
Gemma 3n E2B [Pretrained (PT)],Gemma::BoolQ,own,0.528,Gemma,Gemma 3n,2.0,2025-06
Gemma 3n E2B [Pretrained (PT)],Gemma::DROP,own,0.539,Gemma,Gemma 3n,2.0,2025-06
Gemma 3n E2B [Pretrained (PT)],Gemma::Natural Questions,own,0.155,Gemma,Gemma 3n,2.0,2025-06
Gemma 3n E2B [Pretrained (PT)],Gemma::SocialIQA,own,0.23199999999999998,Gemma,Gemma 3n,2.0,2025-06
Gemma 3n E2B [Pretrained (PT)],HellaSwag,epoch,0.6293333333333333,Gemma,Gemma 3n,2.0,2025-06
Gemma 3n E2B [Pretrained (PT)],PIQA,epoch,0.5780000000000001,Gemma,Gemma 3n,2.0,2025-06
Gemma 3n E2B [Pretrained (PT)],TriviaQA,epoch,0.608,Gemma,Gemma 3n,2.0,2025-06
Gemma 3n E2B [Pretrained (PT)],Winogrande,epoch,0.33599999999999985,Gemma,Gemma 3n,2.0,2025-06
Gemma 3n E4B IT [Instruction-tuned (IT)],Gemma::AIME'25,own,0.11599999999999999,Gemma,Gemma 3n,4.0,2025-06
Gemma 3n E4B IT [Instruction-tuned (IT)],Gemma::ECLeKTic,own,0.019,Gemma,Gemma 3n,4.0,2025-06
Gemma 3n E4B IT [Instruction-tuned (IT)],Gemma::Global-MMLU-Lite,own,0.5266666666666667,Gemma,Gemma 3n,4.0,2025-06
Gemma 3n E4B IT [Instruction-tuned (IT)],Gemma::HiddenMath,own,0.377,Gemma,Gemma 3n,4.0,2025-06
Gemma 3n E4B IT [Instruction-tuned (IT)],Gemma::HumanEval (PT/IT 0-shot),own,0.75,Gemma,Gemma 3n,4.0,2025-06
Gemma 3n E4B IT [Instruction-tuned (IT)],Gemma::LCB v5 (3n),own,0.257,Gemma,Gemma 3n,4.0,2025-06
Gemma 3n E4B IT [Instruction-tuned (IT)],Gemma::MBPP,own,0.636,Gemma,Gemma 3n,4.0,2025-06
Gemma 3n E4B IT [Instruction-tuned (IT)],Gemma::MGSM,own,0.607,Gemma,Gemma 3n,4.0,2025-06
Gemma 3n E4B IT [Instruction-tuned (IT)],Gemma::MMLU-Pro (IT),own,0.45111111111111113,Gemma,Gemma 3n,4.0,2025-06
Gemma 3n E4B IT [Instruction-tuned (IT)],Gemma::WMT24++,own,0.501,Gemma,Gemma 3n,4.0,2025-06
Gemma 3n E4B IT [Instruction-tuned (IT)],MMLU,epoch,0.532,Gemma,Gemma 3n,4.0,2025-06
Gemma 3n E4B [Pretrained (PT)],ARC AI2,epoch,0.488,Gemma,Gemma 3n,4.0,2025-06
Gemma 3n E4B [Pretrained (PT)],BBH,epoch,0.37200000000000005,Gemma,Gemma 3n,4.0,2025-06
Gemma 3n E4B [Pretrained (PT)],Gemma::ARC-e,own,0.7546666666666666,Gemma,Gemma 3n,4.0,2025-06
Gemma 3n E4B [Pretrained (PT)],Gemma::BoolQ,own,0.6319999999999999,Gemma,Gemma 3n,4.0,2025-06
Gemma 3n E4B [Pretrained (PT)],Gemma::DROP,own,0.608,Gemma,Gemma 3n,4.0,2025-06
Gemma 3n E4B [Pretrained (PT)],Gemma::Natural Questions,own,0.209,Gemma,Gemma 3n,4.0,2025-06
Gemma 3n E4B [Pretrained (PT)],Gemma::SocialIQA,own,0.25,Gemma,Gemma 3n,4.0,2025-06
Gemma 3n E4B [Pretrained (PT)],HellaSwag,epoch,0.7146666666666666,Gemma,Gemma 3n,4.0,2025-06
Gemma 3n E4B [Pretrained (PT)],PIQA,epoch,0.6200000000000001,Gemma,Gemma 3n,4.0,2025-06
Gemma 3n E4B [Pretrained (PT)],TriviaQA,epoch,0.7020000000000001,Gemma,Gemma 3n,4.0,2025-06
Gemma 3n E4B [Pretrained (PT)],Winogrande,epoch,0.43400000000000016,Gemma,Gemma 3n,4.0,2025-06
"Gemma 4 12B [IT, Thinking mode]",GPQA diamond,epoch,0.7173333333333333,Gemma,Gemma 4,11.95,2026-06
"Gemma 4 12B [IT, Thinking mode]",Gemma::AIME'26,own,0.775,Gemma,Gemma 4,11.95,2026-06
"Gemma 4 12B [IT, Thinking mode]",Gemma::BigBench Extra Hard,own,0.53,Gemma,Gemma 4,11.95,2026-06
"Gemma 4 12B [IT, Thinking mode]",Gemma::LCB v6 (G4),own,0.72,Gemma,Gemma 4,11.95,2026-06
"Gemma 4 12B [IT, Thinking mode]",Gemma::MATH-Vision,own,0.797,Gemma,Gemma 4,11.95,2026-06
"Gemma 4 12B [IT, Thinking mode]",Gemma::MMLU-Pro (IT),own,0.7466666666666667,Gemma,Gemma 4,11.95,2026-06
"Gemma 4 12B [IT, Thinking mode]",Gemma::MMMLU (multilingual MMLU),own,0.8340000000000001,Gemma,Gemma 4,11.95,2026-06
"Gemma 4 12B [IT, Thinking mode]",Gemma::MMMU-Pro,own,0.6566666666666666,Gemma,Gemma 4,11.95,2026-06
"Gemma 4 12B [IT, Thinking mode]",Gemma::MRCR v2,own,0.434,Gemma,Gemma 4,11.95,2026-06
"Gemma 4 12B [IT, Thinking mode]",Gemma::MedXPertQA MM,own,0.35875,Gemma,Gemma 4,11.95,2026-06
"Gemma 4 12B [IT, Thinking mode]",Gemma::Tau2-bench,own,0.69,Gemma,Gemma 4,11.95,2026-06
"Gemma 4 12B [IT, Thinking mode]",HLE,epoch,0.052000000000000005,Gemma,Gemma 4,11.95,2026-06
"Gemma 4 26B A4B [IT, Thinking mode]",GPQA diamond,epoch,0.7639999999999999,Gemma,Gemma 4,25.2,2026-03
"Gemma 4 26B A4B [IT, Thinking mode]",Gemma::AIME'26,own,0.883,Gemma,Gemma 4,25.2,2026-03
"Gemma 4 26B A4B [IT, Thinking mode]",Gemma::BigBench Extra Hard,own,0.648,Gemma,Gemma 4,25.2,2026-03
"Gemma 4 26B A4B [IT, Thinking mode]",Gemma::LCB v6 (G4),own,0.7709999999999999,Gemma,Gemma 4,25.2,2026-03
"Gemma 4 26B A4B [IT, Thinking mode]",Gemma::MATH-Vision,own,0.8240000000000001,Gemma,Gemma 4,25.2,2026-03
"Gemma 4 26B A4B [IT, Thinking mode]",Gemma::MMLU-Pro (IT),own,0.8066666666666666,Gemma,Gemma 4,25.2,2026-03
"Gemma 4 26B A4B [IT, Thinking mode]",Gemma::MMMLU (multilingual MMLU),own,0.863,Gemma,Gemma 4,25.2,2026-03
"Gemma 4 26B A4B [IT, Thinking mode]",Gemma::MMMU-Pro,own,0.7088888888888889,Gemma,Gemma 4,25.2,2026-03
"Gemma 4 26B A4B [IT, Thinking mode]",Gemma::MRCR v2,own,0.441,Gemma,Gemma 4,25.2,2026-03
"Gemma 4 26B A4B [IT, Thinking mode]",Gemma::MedXPertQA MM,own,0.4762499999999999,Gemma,Gemma 4,25.2,2026-03
"Gemma 4 26B A4B [IT, Thinking mode]",Gemma::Tau2-bench,own,0.682,Gemma,Gemma 4,25.2,2026-03
"Gemma 4 26B A4B [IT, Thinking mode]",Gemma::Tau2-bench Retail,own,0.855,Gemma,Gemma 4,25.2,2026-03
"Gemma 4 26B A4B [IT, Thinking mode]",HLE,epoch,0.172,Gemma,Gemma 4,25.2,2026-03
"Gemma 4 31B [IT, Thinking mode]",GPQA diamond,epoch,0.7906666666666666,Gemma,Gemma 4,30.7,2026-03
"Gemma 4 31B [IT, Thinking mode]",Gemma::AIME'26,own,0.892,Gemma,Gemma 4,30.7,2026-03
"Gemma 4 31B [IT, Thinking mode]",Gemma::BigBench Extra Hard,own,0.7440000000000001,Gemma,Gemma 4,30.7,2026-03
"Gemma 4 31B [IT, Thinking mode]",Gemma::LCB v6 (G4),own,0.8,Gemma,Gemma 4,30.7,2026-03
"Gemma 4 31B [IT, Thinking mode]",Gemma::MATH-Vision,own,0.856,Gemma,Gemma 4,30.7,2026-03
"Gemma 4 31B [IT, Thinking mode]",Gemma::MMLU-Pro (IT),own,0.8355555555555555,Gemma,Gemma 4,30.7,2026-03
"Gemma 4 31B [IT, Thinking mode]",Gemma::MMMLU (multilingual MMLU),own,0.884,Gemma,Gemma 4,30.7,2026-03
"Gemma 4 31B [IT, Thinking mode]",Gemma::MMMU-Pro,own,0.7433333333333334,Gemma,Gemma 4,30.7,2026-03
"Gemma 4 31B [IT, Thinking mode]",Gemma::MRCR v2,own,0.664,Gemma,Gemma 4,30.7,2026-03
"Gemma 4 31B [IT, Thinking mode]",Gemma::MedXPertQA MM,own,0.51625,Gemma,Gemma 4,30.7,2026-03
"Gemma 4 31B [IT, Thinking mode]",Gemma::Tau2-bench,own,0.769,Gemma,Gemma 4,30.7,2026-03
"Gemma 4 31B [IT, Thinking mode]",Gemma::Tau2-bench Retail,own,0.8640000000000001,Gemma,Gemma 4,30.7,2026-03
"Gemma 4 31B [IT, Thinking mode]",HLE,epoch,0.265,Gemma,Gemma 4,30.7,2026-03
"Gemma 4 31B [IT, Thinking mode]",LiveBench-20260108,own,0.6162,Gemma,Gemma 4,30.7,2026-03
"Gemma 4 E2B [IT, Thinking mode]",GPQA diamond,epoch,0.24533333333333332,Gemma,Gemma 4,2.3,2026-03
"Gemma 4 E2B [IT, Thinking mode]",Gemma::AIME'26,own,0.375,Gemma,Gemma 4,2.3,2026-03
"Gemma 4 E2B [IT, Thinking mode]",Gemma::BigBench Extra Hard,own,0.21899999999999997,Gemma,Gemma 4,2.3,2026-03
"Gemma 4 E2B [IT, Thinking mode]",Gemma::LCB v6 (G4),own,0.44,Gemma,Gemma 4,2.3,2026-03
"Gemma 4 E2B [IT, Thinking mode]",Gemma::MATH-Vision,own,0.524,Gemma,Gemma 4,2.3,2026-03
"Gemma 4 E2B [IT, Thinking mode]",Gemma::MMLU-Pro (IT),own,0.5555555555555556,Gemma,Gemma 4,2.3,2026-03
"Gemma 4 E2B [IT, Thinking mode]",Gemma::MMMLU (multilingual MMLU),own,0.674,Gemma,Gemma 4,2.3,2026-03
"Gemma 4 E2B [IT, Thinking mode]",Gemma::MMMU-Pro,own,0.37999999999999995,Gemma,Gemma 4,2.3,2026-03
"Gemma 4 E2B [IT, Thinking mode]",Gemma::MRCR v2,own,0.191,Gemma,Gemma 4,2.3,2026-03
"Gemma 4 E2B [IT, Thinking mode]",Gemma::MedXPertQA MM,own,0.04374999999999997,Gemma,Gemma 4,2.3,2026-03
"Gemma 4 E2B [IT, Thinking mode]",Gemma::Tau2-bench,own,0.245,Gemma,Gemma 4,2.3,2026-03
"Gemma 4 E2B [IT, Thinking mode]",Gemma::Tau2-bench Retail,own,0.294,Gemma,Gemma 4,2.3,2026-03
"Gemma 4 E4B [IT, Thinking mode]",GPQA diamond,epoch,0.44799999999999995,Gemma,Gemma 4,4.5,2026-03
"Gemma 4 E4B [IT, Thinking mode]",Gemma::AIME'26,own,0.425,Gemma,Gemma 4,4.5,2026-03
"Gemma 4 E4B [IT, Thinking mode]",Gemma::BigBench Extra Hard,own,0.331,Gemma,Gemma 4,4.5,2026-03
"Gemma 4 E4B [IT, Thinking mode]",Gemma::LCB v6 (G4),own,0.52,Gemma,Gemma 4,4.5,2026-03
"Gemma 4 E4B [IT, Thinking mode]",Gemma::MATH-Vision,own,0.595,Gemma,Gemma 4,4.5,2026-03
"Gemma 4 E4B [IT, Thinking mode]",Gemma::MMLU-Pro (IT),own,0.66,Gemma,Gemma 4,4.5,2026-03
"Gemma 4 E4B [IT, Thinking mode]",Gemma::MMMLU (multilingual MMLU),own,0.7659999999999999,Gemma,Gemma 4,4.5,2026-03
"Gemma 4 E4B [IT, Thinking mode]",Gemma::MMMU-Pro,own,0.4733333333333334,Gemma,Gemma 4,4.5,2026-03
"Gemma 4 E4B [IT, Thinking mode]",Gemma::MRCR v2,own,0.254,Gemma,Gemma 4,4.5,2026-03
"Gemma 4 E4B [IT, Thinking mode]",Gemma::MedXPertQA MM,own,0.10874999999999996,Gemma,Gemma 4,4.5,2026-03
"Gemma 4 E4B [IT, Thinking mode]",Gemma::Tau2-bench,own,0.42200000000000004,Gemma,Gemma 4,4.5,2026-03
"Gemma 4 E4B [IT, Thinking mode]",Gemma::Tau2-bench Retail,own,0.575,Gemma,Gemma 4,4.5,2026-03
Gemma 7B IT [Instruction-tuned (IT)],ARC AI2,epoch,0.35266666666666674,Gemma,Gemma 1,7.0,2024-02
Gemma 7B IT [Instruction-tuned (IT)],GSM8K,epoch,0.2919,Gemma,Gemma 1,7.0,2024-02
Gemma 7B IT [Instruction-tuned (IT)],Gemma::Human-pref win rate vs Mistral-7B-Instruct-v0.2,own,0.635,Gemma,Gemma 1,7.0,2024-02
Gemma 7B IT [Instruction-tuned (IT)],HellaSwag,epoch,0.6261333333333332,Gemma,Gemma 1,7.0,2024-02
Gemma 7B IT [Instruction-tuned (IT)],MATH level 5,epoch,0.029500000000000002,Gemma,Gemma 1,7.0,2024-02
Gemma 7B IT [Instruction-tuned (IT)],MMLU,epoch,0.3802666666666667,Gemma,Gemma 1,7.0,2024-02
Gemma 7B IT [Instruction-tuned (IT)],OLLv1: TruthfulQA,own,0.4729,Gemma,Gemma 1,7.0,2024-02
Gemma 7B IT [Instruction-tuned (IT)],OLLv2: BBH,own,0.11939999999999999,Gemma,Gemma 1,7.0,2024-02
Gemma 7B IT [Instruction-tuned (IT)],OLLv2: GPQA,own,0.045899999999999996,Gemma,Gemma 1,7.0,2024-02
Gemma 7B IT [Instruction-tuned (IT)],OLLv2: IFEval,own,0.3868,Gemma,Gemma 1,7.0,2024-02
Gemma 7B IT [Instruction-tuned (IT)],OLLv2: MMLU-PRO,own,0.07719999999999999,Gemma,Gemma 1,7.0,2024-02
Gemma 7B IT [Instruction-tuned (IT)],OLLv2: MUSR,own,0.1253,Gemma,Gemma 1,7.0,2024-02
Gemma 7B IT [Instruction-tuned (IT)],Winogrande,epoch,0.35919999999999996,Gemma,Gemma 1,7.0,2024-02
Gemma 7B [Pretrained (PT)],ARC AI2,epoch,0.4812,Gemma,Gemma 1,7.0,2024-02
Gemma 7B [Pretrained (PT)],GSM8K,epoch,0.5277000000000001,Gemma,Gemma 1,7.0,2024-02
Gemma 7B [Pretrained (PT)],Gemma::AGIEval,own,0.2226666666666667,Gemma,Gemma 1,7.0,2024-02
Gemma 7B [Pretrained (PT)],Gemma::ARC-e,own,0.7533333333333333,Gemma,Gemma 1,7.0,2024-02
Gemma 7B [Pretrained (PT)],Gemma::BIG-Bench (BB),own,0.551,Gemma,Gemma 1,7.0,2024-02
Gemma 7B [Pretrained (PT)],Gemma::BoolQ,own,0.6640000000000001,Gemma,Gemma 1,7.0,2024-02
